"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
748618;2026-01-29;"quinta-feira";"00:30:00";"RJ";493;56,9;"DUQUE DE CAXIAS";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-22,6644722;-43,36629868;"SPRF-RJ";"DEL01-RJ";"UOP03-DEL01-RJ"
748621;2026-01-29;"quinta-feira";"03:35:00";"PR";116;13;"QUATRO BARRAS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-25,36159068;-49,07831892;"SPRF-PR";"DEL01-PR";"UOP02-DEL01-PR"
748623;2026-01-29;"quinta-feira";"05:40:00";"GO";153;523;"HIDROLANDIA";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;1;-16,907152;-49,253846;"SPRF-GO";"DEL01-GO";"UOP03-DEL01-GO"
748624;2026-01-29;"quinta-feira";"04:35:00";"SC";470;65;"INDAIAL";"Ingestão de álcool pelo condutor";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta;Em Obras";"Sim";4;0;0;1;3;0;1;4;-26,8706026;-49,21520978;"SPRF-SC";"DEL04-SC";"UOP01-DEL04-SC"
748629;2026-01-28;"quarta-feira";"22:00:00";"MG";40;70;"PARACATU";"Ultrapassagem Indevida";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Ignorado";"Simples";"Reta";"Não";6;0;1;2;2;1;3;2;-17,24131944;-46,82362877;"SPRF-MG";"DEL14-MG";"UOP01-DEL14-MG"
748640;2026-01-25;"domingo";"11:30:00";"SP";116;549;"BARRA DO TURVO";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;0;0;1;1;0;2;-24,9661448;-48,4695407;"SPRF-SP";"DEL05-SP";"UOP02-DEL05-SP"
748643;2026-01-29;"quinta-feira";"06:50:00";"ES";101;53,6;"CONCEICAO DA BARRA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Aclive;Reta";"Não";22;0;8;0;13;2;8;4;-18,62374191;-39,88120526;"SPRF-ES";"DEL04-ES";"UOP02-DEL04-ES"
748646;2026-01-29;"quinta-feira";"08:20:00";"MG";381;789;"SAO GONCALO DO SAPUCAI";"Acessar a via sem observar a presença dos outros veículos";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";4;0;0;1;1;3;1;5;-21,8736463;-45,5392002;"SPRF-MG";"DEL16-MG";"UOP02-DEL16-MG"
748657;2026-01-29;"quinta-feira";"06:44:00";"PR";116;44,4;"CAMPINA GRANDE DO SUL";"Chuva";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Não";7;0;3;1;2;2;4;5;-25,194008;-48,888267;"SPRF-PR";"DEL01-PR";"UOP02-DEL01-PR"
748669;2026-01-29;"quinta-feira";"10:15:00";"MG";116;276,3;"TEOFILO OTONI";"Entrada inopinada do pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Múltipla";"Reta";"Sim";4;0;1;0;1;2;1;3;-17,85410709;-41,51419044;"SPRF-MG";"DEL11-MG";"UOP01-DEL11-MG"
748670;2026-01-29;"quinta-feira";"10:30:00";"RJ";393;131;"SAPUCAIA";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Curva;Declive";"Sim";2;0;1;0;0;1;1;2;-21,98938257;-42,90275133;"SPRF-RJ";"DEL05-RJ";"UOP01-DEL05-RJ"
748674;2026-01-29;"quinta-feira";"10:49:00";"GO";60;384,9;"RIO VERDE";"Ausência de reação do condutor";"Tombamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Aclive";"Sim";2;0;0;0;1;3;0;4;-17,81022;-50,927042;"SPRF-GO";"DEL04-GO";"UOP02-DEL04-GO"
748678;2026-01-29;"quinta-feira";"07:40:00";"MT";364;440;"VARZEA GRANDE";"Mal súbito do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;1;0;0;2;1;3;-15,602025;-56,20489;"SPRF-MT";"DEL01-MT";"UOP02-DEL01-MT"
748679;2026-01-29;"quinta-feira";"10:25:00";"RJ";116;205;"SEROPEDICA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Não";3;2;0;0;1;0;0;2;-22,726678;-43,649908;"SPRF-RJ";"DEL06-RJ";"UOP02-DEL06-RJ"
748686;2026-01-14;"quarta-feira";"09:00:00";"MT";70;220;"GENERAL CARNEIRO";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;1;0;0;2;1;3;-15,682233;-53,849582;"SPRF-MT";"DEL05-MT";"UOP01-DEL05-MT"
748694;2026-01-29;"quinta-feira";"13:30:00";"GO";364;262;"MINEIROS";"Problema com o freio";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-17,665981;-52,241628;"SPRF-GO";"DEL05-GO";"UOP01-DEL05-GO"
748695;2026-01-29;"quinta-feira";"11:00:00";"SC";101;115;"ITAJAI";"Reação tardia ou ineficiente do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Múltipla";"Reta";"Sim";2;0;0;1;0;1;1;2;-26,87579357;-48,7272321;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
748700;2026-01-29;"quinta-feira";"13:04:00";"RS";386;288,7;"SAO JOSE DO HERVAL";"Velocidade Incompatível";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Não";16;0;1;0;14;2;1;5;-29,08771;-52,25556;"SPRF-RS";"DEL04-RS";"UOP03-DEL04-RS"
748701;2026-01-29;"quinta-feira";"13:45:00";"RS";285;495,3;"ENTRE-IJUIS";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;0;2;1;3;-28,37685227;-54,25455376;"SPRF-RS";"DEL10-RS";"UOP01-DEL10-RS"
748708;2026-01-29;"quinta-feira";"07:20:00";"RS";290;377,9;"VILA NOVA DO SUL";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";2;0;0;1;0;1;1;2;-30,350264;-53,942629;"SPRF-RS";"DEL09-RS";"UOP02-DEL09-RS"
748713;2026-01-29;"quinta-feira";"12:50:00";"MT";163;750;"SORRISO";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;1;1;0;1;2;-12,57151087;-55,72649628;"SPRF-MT";"DEL06-MT";"UOP01-DEL06-MT"
748716;2026-01-29;"quinta-feira";"14:30:00";"SC";101;91,5;"BALNEARIO PICARRAS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Sim";4;0;2;0;1;1;2;3;-26,74017693;-48,69849868;"SPRF-SC";"DEL03-SC";"UOP02-DEL03-SC"
748724;2026-01-29;"quinta-feira";"13:21:00";"PR";277;679;"MEDIANEIRA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta;Declive";"Sim";5;0;1;1;3;0;2;4;-25,31449651;-54,15145811;"SPRF-PR";"DEL05-PR";"UOP01-DEL05-PR"
748725;2026-01-29;"quinta-feira";"13:45:00";"PA";316;35,9;"SANTA IZABEL DO PARA";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Sim";2;0;0;0;1;1;0;2;-1,290315;-48,15609;"SPRF-PA";"DEL01-PA";"UOP01-DEL01-PA"
748729;2026-01-29;"quinta-feira";"13:30:00";"MG";381;559;"ITAGUARA";"Condutor Dormindo";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta;Declive";"Não";4;0;1;0;2;2;1;4;-20,357633;-44,461707;"SPRF-MG";"DEL04-MG";"UOP03-DEL04-MG"
748736;2026-01-29;"quinta-feira";"14:30:00";"MS";163;104;"ITAQUIRAI";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta;Aclive";"Não";3;0;1;0;1;1;1;3;-23,2454;-54,224917;"SPRF-MS";"DEL09-MS";"UOP01-DEL09-MS"
748743;2026-01-29;"quinta-feira";"17:00:00";"BA";242;393;"SEABRA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;0;0;0;3;3;0;5;-12,45795572;-41,64558327;"SPRF-BA";"DEL06-BA";"UOP01-DEL06-BA"
748746;2026-01-29;"quinta-feira";"16:35:00";"PR";476;112;"COLOMBO";"Reação tardia ou ineficiente do condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Sim";3;0;1;0;2;0;1;3;-25,31964195;-49,15927503;"SPRF-PR";"DEL01-PR";"UOP01-DEL01-PR"
748749;2026-01-29;"quinta-feira";"15:40:00";"PB";230;129;"CAMPINA GRANDE";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;0;2;0;0;1;-7,269277;-35,721893;"SPRF-PB";"DEL02-PB";"UOP01-DEL02-PB"
748753;2026-01-29;"quinta-feira";"17:35:00";"SC";470;61,9;"INDAIAL";"Conversão proibida";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";3;0;1;0;1;1;1;3;-26,87447298;-49,18463079;"SPRF-SC";"DEL04-SC";"UOP01-DEL04-SC"
748755;2026-01-29;"quinta-feira";"17:45:00";"SC";282;541,9;"CHAPECO";"Velocidade Incompatível";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-26,999467;-52,705615;"SPRF-SC";"DEL07-SC";"UOP01-DEL07-SC"
748765;2026-01-29;"quinta-feira";"17:56:00";"RN";304;227,8;"RIACHUELO";"Ausência de reação do condutor";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;0;3;0;1;0;3;2;-5,748458;-35,913502;"SPRF-RN";"DEL01-RN";"UOP02-DEL01-RN"
748770;2026-01-29;"quinta-feira";"17:55:00";"RO";364;238;"CACOAL";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Simples";"Interseção de Vias";"Sim";4;0;1;1;2;0;2;3;-11,438018;-61,456075;"SPRF-RO";"DEL02-RO";"UOP02-DEL02-RO"
748772;2026-01-29;"quinta-feira";"14:30:00";"SC";280;236,7;"CANOINHAS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Sim";3;0;1;0;2;0;1;2;-26,19664471;-50,42887185;"SPRF-SC";"DEL06-SC";"UOP04-DEL06-SC"
748774;2026-01-29;"quinta-feira";"13:10:00";"MG";354;727,4;"POUSO ALTO";"Carga excessiva e/ou mal acondicionada";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Rotatória";"Não";2;0;1;0;0;1;1;2;-22,14082479;-44,97073174;"SPRF-MG";"DEL17-MG";"UOP01-DEL17-MG"
748775;2026-01-29;"quinta-feira";"16:00:00";"MA";316;349,5;"BACABAL";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva";"Sim";4;0;3;0;1;0;3;2;-4,234405;-44,882822;"SPRF-MA";"DEL02-MA";"UOP01-DEL02-MA"
748794;2026-01-29;"quinta-feira";"21:00:00";"PA";230;584;"VITORIA DO XINGU";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Curva;Aclive";"Não";3;0;0;2;0;1;2;2;-3,094102;-51,852568;"SPRF-PA";"DEL04-PA";"UOP01-DEL04-PA"
748796;2026-01-29;"quinta-feira";"21:20:00";"MG";262;354,1;"BETIM";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Múltipla";"Reta";"Não";4;0;1;0;2;2;1;5;-19,9762894;-44,2578564;"SPRF-MG";"DEL01-MG";"UOP03-DEL01-MG"
748798;2026-01-29;"quinta-feira";"15:14:00";"PA";163;558;"TRAIRAO";"Curva acentuada";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Declive;Curva";"Não";2;0;1;0;0;1;1;2;-5,1341;-56,1042;"SPRF-PA";"DEL05-PA";"UOP03-DEL05-PA"
748808;2026-01-29;"quinta-feira";"19:40:00";"SC";470;104,8;"APIUNA";"Ausência de reação do condutor";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Chuva";"Simples";"Declive;Reta";"Não";2;1;0;0;1;0;0;2;-27,067721;-49,41851;"SPRF-SC";"DEL04-SC";"UOP02-DEL04-SC"
748813;2026-01-29;"quinta-feira";"19:30:00";"MT";364;141;"PEDRA PRETA";"Reação tardia ou ineficiente do condutor";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Aclive;Reta";"Não";3;1;0;0;1;1;0;3;-16,788393;-54,216348;"SPRF-MT";"DEL02-MT";"UOP01-DEL02-MT"
748817;2026-01-29;"quinta-feira";"09:10:00";"MG";251;454;"MONTES CLAROS";"Reação tardia ou ineficiente do condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;0;1;1;2;1;4;-16,79928242;-43,90033722;"SPRF-MG";"DEL12-MG";"UOP01-DEL12-MG"
748818;2026-01-29;"quinta-feira";"23:30:00";"RS";470;223;"GARIBALDI";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Retorno Regulamentado;Reta;Declive";"Sim";2;0;0;1;0;1;1;2;-29,22714341;-51,51593177;"SPRF-RS";"DEL06-RS";"UOP01-DEL06-RS"
748819;2026-01-29;"quinta-feira";"21:39:00";"PI";316;314;"PICOS";"Objeto estático sobre o leito carroçável";"Colisão com objeto";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";3;1;0;0;1;1;0;3;-7,077925;-41,43975;"SPRF-PI";"DEL04-PI";"UOP01-DEL04-PI"
748820;2026-01-29;"quinta-feira";"23:35:00";"BA";101;870;"TEIXEIRA DE FREITAS";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;1;0;0;1;0;0;2;-17,49624541;-39,70411205;"SPRF-BA";"DEL09-BA";"UOP02-DEL09-BA"
748822;2026-01-29;"quinta-feira";"22:30:00";"RJ";40;120;"DUQUE DE CAXIAS";"Demais falhas mecânicas ou elétricas";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";3;0;2;0;0;1;2;2;-22,78479392;-43,28522837;"SPRF-RJ";"DEL01-RJ";"UOP02-DEL01-RJ"
748825;2026-01-30;"sexta-feira";"00:50:00";"RJ";393;147;"TRES RIOS";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva;Declive";"Não";2;0;0;1;0;1;1;2;-22,05359904;-43,0219374;"SPRF-RJ";"DEL05-RJ";"UOP01-DEL05-RJ"
748827;2026-01-29;"quinta-feira";"20:49:00";"MT";163;604,8;"NOVA MUTUM";"Demais falhas mecânicas ou elétricas";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;1;2;1;4;-13,769;-56,056;"SPRF-MT";"DEL01-MT";"UOP01-DEL01-MT"
748832;2026-01-30;"sexta-feira";"03:57:00";"GO";153;551,5;"PIRACANJUBA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Não";2;0;0;0;2;0;0;2;-17,142743;-49,215149;"SPRF-GO";"DEL01-GO";"UOP03-DEL01-GO"
748837;2026-01-29;"quinta-feira";"18:30:00";"MT";70;153;"GENERAL CARNEIRO";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta;Aclive";"Não";2;0;1;0;0;2;1;3;-15,578358;-53,36464;"SPRF-MT";"DEL07-MT";"UOP01-DEL07-MT"
748838;2026-01-30;"sexta-feira";"06:00:00";"CE";116;192,7;"LIMOEIRO DO NORTE";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";2;0;0;1;0;1;1;2;-5,14249868;-38,15977542;"SPRF-CE";"DEL03-CE";"UOP01-DEL03-CE"
748841;2026-01-30;"sexta-feira";"05:15:00";"MG";381;153;"GOVERNADOR VALADARES";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;2;1;0;0;3;1;-18,9247991;-42,03420639;"SPRF-MG";"DEL06-MG";"UOP01-DEL06-MG"
748844;2026-01-30;"sexta-feira";"06:40:00";"MG";251;512;"MONTES CLAROS";"Ultrapassagem Indevida";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta;Declive";"Não";3;0;1;0;1;2;1;4;-16,65699696;-43,72262478;"SPRF-MG";"DEL12-MG";"UOP01-DEL12-MG"
748845;2026-01-30;"sexta-feira";"02:09:00";"MT";163;111;"RONDONOPOLIS";"Condutor Dormindo";"Tombamento";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;0;0;3;0;3;-16,55999463;-54,67825681;"SPRF-MT";"DEL02-MT";"UOP01-DEL02-MT"
748846;2026-01-30;"sexta-feira";"07:10:00";"SC";470;64,8;"INDAIAL";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Em Obras;Aclive;Desvio Temporário";"Não";3;0;1;0;1;1;1;3;-26,86995;-49,21019;"SPRF-SC";"DEL04-SC";"UOP01-DEL04-SC"
748855;2026-01-30;"sexta-feira";"06:20:00";"MG";365;305;"JOAO PINHEIRO";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Chuva";"Simples";"Reta";"Não";1;0;0;1;0;0;1;1;-18,17165;-45,78302;"SPRF-MG";"DEL10-MG";"UOP02-DEL010-MG"
748856;2026-01-30;"sexta-feira";"06:00:00";"GO";70;311;"ITAPIRAPUA";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Amanhecer";"Crescente";"Nublado";"Simples";"Reta";"Não";3;1;0;1;1;0;1;2;-15,8572883;-50,759415;"SPRF-GO";"DEL04-GO";"UOP02-DEL04-GO"
748858;2026-01-30;"sexta-feira";"02:50:00";"RJ";116;120;"MAGE";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Não";2;0;0;0;1;1;0;2;-22,6016144;-43,02455784;"SPRF-RJ";"DEL04-RJ";"UOP02-DEL04-RJ"
748868;2026-01-30;"sexta-feira";"05:45:00";"MG";262;128,2;"RIO CASCA";"Objeto estático sobre o leito carroçável";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Reta;Aclive";"Não";4;0;1;0;2;1;1;3;-20,16854;-42,69878;"SPRF-MG";"DEL03-MG";"UOP03-DEL03-MG"
748870;2026-01-30;"sexta-feira";"07:00:00";"MG";40;792;"JUIZ DE FORA";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Curva";"Não";2;0;1;0;0;1;1;2;-21,76762604;-43,43920416;"SPRF-MG";"DEL05-MG";"UOP01-DEL05-MG"
748871;2026-01-30;"sexta-feira";"08:45:00";"MG";40;610,3;"CONGONHAS";"Demais falhas mecânicas ou elétricas";"Colisão transversal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Nublado";"Simples";"Curva";"Sim";4;2;0;0;1;1;0;3;-20,50795;-43,83844;"SPRF-MG";"DEL05-MG";"UOP02-DEL05-MG"
748887;2026-01-21;"quarta-feira";"03:30:00";"RS";285;608;"SANTO ANTONIO DAS MISSOES";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;1;1;0;2;-28,500622;-55,457636;"SPRF-RS";"DEL12-RS";"UOP01-DEL12-RS"
748895;2026-01-30;"sexta-feira";"10:00:00";"BA";101;256;"SANTO ANTONIO DE JESUS";"Curva acentuada";"Saída de leito carroçável";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;1;0;0;0;0;0;1;-12,95092988;-39,25192952;"SPRF-BA";"DEL11-BA";"UOP01-DEL11-BA"
748898;2026-01-12;"segunda-feira";"04:00:00";"AM";174;1010;"PRESIDENTE FIGUEIREDO";"Ingestão de álcool pelo condutor";"Colisão traseira";"Sem Vítimas";"Amanhecer";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;1;1;0;2;-1,880502;-60,0739527;"SPRF-AM";"DEL01-AM";"UOP02-DEL01-AM"
748908;2026-01-30;"sexta-feira";"12:30:00";"RN";304;47,9;"MOSSORO";"Reação tardia ou ineficiente do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Declive;Viaduto;Curva";"Não";3;0;1;0;1;2;1;4;-5,227985;-37,323045;"SPRF-RN";"DEL04-RN";"UOP01-DEL04-RN"
748914;2026-01-30;"sexta-feira";"13:20:00";"GO";153;66;"PORANGATU";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";3;0;1;0;1;1;1;2;-13,404763;-49,13106;"SPRF-GO";"DEL07-GO";"UOP01-DEL07-GO"
748915;2026-01-30;"sexta-feira";"13:00:00";"MG";381;765;"CAMPANHA";"Chuva";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Não";5;0;1;0;4;0;1;4;-21,733769;-45,381734;"SPRF-MG";"DEL16-MG";"UOP02-DEL16-MG"
748916;2026-01-30;"sexta-feira";"13:00:00";"GO";158;153;"CAIAPONIA";"Ausência de reação do condutor";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Declive;Ponte";"Não";6;0;0;1;2;9;1;11;-16,931416;-51,820626;"SPRF-GO";"DEL04-GO";"UOP02-DEL04-GO"
748933;2026-01-30;"sexta-feira";"14:00:00";"RJ";116;310,2;"RESENDE";"Condutor Dormindo";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";4;0;1;0;2;1;1;3;-22,45942693;-44,43682043;"SPRF-RJ";"DEL07-RJ";"UOP02-DEL07-RJ"
748939;2026-01-30;"sexta-feira";"14:50:00";"PE";101;30;"ITAPISSUMA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Aclive";"Não";5;0;3;0;1;1;3;3;-7,73759163;-34,94212389;"SPRF-PE";"DEL01-PE";"UOP02-DEL01-PE"
748943;2026-01-30;"sexta-feira";"12:15:00";"RS";116;232;"ESTANCIA VELHA";"Velocidade Incompatível";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva";"Não";3;0;2;0;1;0;2;2;-29,62832108;-51,14309476;"SPRF-RS";"DEL01-RS";"UOP02-DEL01-RS"
748949;2026-01-30;"sexta-feira";"14:00:00";"GO";40;58,1;"LUZIANIA";"Reação tardia ou ineficiente do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;-16,51260095;-47,80987054;"SPRF-DF";"DEL01-DF";"UOP02-DEL01-DF"
748950;2026-01-30;"sexta-feira";"10:00:00";"MG";40;102,2;"LAGOA GRANDE";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Simples";"Reta";"Não";2;0;0;0;0;2;0;1;-17,577707;-46,491633;"SPRF-MG";"DEL14-MG";"UOP01-DEL14-MG"
748951;2026-01-30;"sexta-feira";"15:40:00";"DF";20;26,8;"BRASILIA";"Manobra de mudança de faixa";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Retorno Regulamentado";"Não";3;0;1;0;2;0;1;2;-15,59666;-47,636872;"SPRF-DF";"DEL02-DF";"UOP01-DEL02-DF"
748953;2026-01-30;"sexta-feira";"15:00:00";"PR";153;478;"PORTO VITORIA";"Ausência de reação do condutor";"Colisão lateral sentido oposto";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta;Declive";"Não";3;0;0;0;2;2;0;4;-26,3390917;-51,25524268;"SPRF-PR";"DEL02-PR";"UOP03-DEL02-PR"
